Mass(GeV),Counts
1.083333333333333286e+02,2.030000000000000000e+02
1.090000000000000000e+02,2.290000000000000000e+02
1.096666666666666572e+02,1.990000000000000000e+02
1.103333333333333286e+02,2.240000000000000000e+02
1.110000000000000000e+02,2.090000000000000000e+02
1.116666666666666572e+02,2.300000000000000000e+02
1.123333333333333286e+02,2.330000000000000000e+02
1.130000000000000000e+02,2.340000000000000000e+02
1.136666666666666572e+02,2.370000000000000000e+02
1.143333333333333286e+02,2.430000000000000000e+02
1.150000000000000000e+02,2.360000000000000000e+02
1.156666666666666572e+02,2.090000000000000000e+02
1.163333333333333286e+02,2.270000000000000000e+02
1.170000000000000000e+02,2.130000000000000000e+02
1.176666666666666572e+02,1.930000000000000000e+02
1.183333333333333286e+02,1.890000000000000000e+02
1.190000000000000000e+02,1.810000000000000000e+02
1.196666666666666572e+02,1.900000000000000000e+02
