Mass(GeV),Counts
7.766666666666665719e+01,3.730000000000000000e+03
7.833333333333332860e+01,4.115000000000000000e+03
7.900000000000000000e+01,4.374000000000000000e+03
7.966666666666665719e+01,5.059000000000000000e+03
8.033333333333332860e+01,5.292000000000000000e+03
8.100000000000000000e+01,5.996000000000000000e+03
8.166666666666665719e+01,6.718000000000000000e+03
8.233333333333332860e+01,7.777000000000000000e+03
8.300000000000000000e+01,8.555000000000000000e+03
8.366666666666665719e+01,9.869000000000000000e+03
8.433333333333332860e+01,1.155000000000000000e+04
8.500000000000000000e+01,1.359700000000000000e+04
8.566666666666665719e+01,1.653300000000000000e+04
8.633333333333332860e+01,2.071200000000000000e+04
8.700000000000000000e+01,2.659400000000000000e+04
8.766666666666665719e+01,3.497400000000000000e+04
8.833333333333332860e+01,4.686700000000000000e+04
8.900000000000000000e+01,6.282700000000000000e+04
8.966666666666665719e+01,8.153200000000000000e+04
9.033333333333332860e+01,9.737300000000000000e+04
9.100000000000000000e+01,1.012430000000000000e+05
9.166666666666665719e+01,9.258400000000000000e+04
9.233333333333332860e+01,7.335700000000000000e+04
9.300000000000000000e+01,5.302800000000000000e+04
9.366666666666665719e+01,3.777800000000000000e+04
9.433333333333332860e+01,2.627200000000000000e+04
9.500000000000000000e+01,1.865000000000000000e+04
9.566666666666665719e+01,1.350600000000000000e+04
9.633333333333332860e+01,1.027100000000000000e+04
9.700000000000000000e+01,8.003000000000000000e+03
9.766666666666665719e+01,6.345000000000000000e+03
9.833333333333332860e+01,5.304000000000000000e+03
9.900000000000000000e+01,4.348000000000000000e+03
9.966666666666665719e+01,3.733000000000000000e+03
1.003333333333333286e+02,3.209000000000000000e+03
1.010000000000000000e+02,2.627000000000000000e+03
1.016666666666666572e+02,2.379000000000000000e+03
1.023333333333333286e+02,2.125000000000000000e+03
1.030000000000000000e+02,1.885000000000000000e+03
1.036666666666666572e+02,1.716000000000000000e+03
1.043333333333333286e+02,1.520000000000000000e+03
1.050000000000000000e+02,1.335000000000000000e+03
1.056666666666666572e+02,1.288000000000000000e+03
1.063333333333333286e+02,1.157000000000000000e+03
1.070000000000000000e+02,1.130000000000000000e+03
1.076666666666666572e+02,9.460000000000000000e+02
1.083333333333333286e+02,8.920000000000000000e+02
1.090000000000000000e+02,8.480000000000000000e+02
1.096666666666666572e+02,8.230000000000000000e+02
1.103333333333333286e+02,7.580000000000000000e+02
1.110000000000000000e+02,6.890000000000000000e+02
1.116666666666666572e+02,6.800000000000000000e+02
1.123333333333333286e+02,6.370000000000000000e+02
1.130000000000000000e+02,5.570000000000000000e+02
1.136666666666666572e+02,5.480000000000000000e+02
1.143333333333333286e+02,5.240000000000000000e+02
1.150000000000000000e+02,4.930000000000000000e+02
1.156666666666666572e+02,4.940000000000000000e+02
1.163333333333333286e+02,4.800000000000000000e+02
1.170000000000000000e+02,4.510000000000000000e+02
1.176666666666666572e+02,4.220000000000000000e+02
1.183333333333333286e+02,4.070000000000000000e+02
1.190000000000000000e+02,3.790000000000000000e+02
1.196666666666666572e+02,3.720000000000000000e+02
