Mass(GeV),Counts
6.900000000000000000e+01,6.472000000000000000e+03
6.966666666666665719e+01,6.707000000000000000e+03
7.033333333333332860e+01,6.765000000000000000e+03
7.100000000000000000e+01,6.863000000000000000e+03
7.166666666666665719e+01,7.172000000000000000e+03
7.233333333333332860e+01,7.076000000000000000e+03
7.300000000000000000e+01,7.250000000000000000e+03
7.366666666666665719e+01,7.268000000000000000e+03
7.433333333333332860e+01,7.431000000000000000e+03
7.500000000000000000e+01,7.399000000000000000e+03
7.566666666666665719e+01,7.539000000000000000e+03
7.633333333333332860e+01,7.293000000000000000e+03
7.700000000000000000e+01,7.429000000000000000e+03
7.766666666666665719e+01,7.532000000000000000e+03
7.833333333333332860e+01,7.370000000000000000e+03
7.900000000000000000e+01,7.077000000000000000e+03
7.966666666666665719e+01,7.216000000000000000e+03
8.033333333333332860e+01,7.161000000000000000e+03
8.100000000000000000e+01,6.861000000000000000e+03
8.166666666666665719e+01,6.461000000000000000e+03
8.233333333333332860e+01,6.373000000000000000e+03
8.300000000000000000e+01,6.083000000000000000e+03
8.366666666666665719e+01,5.821000000000000000e+03
8.433333333333332860e+01,5.451000000000000000e+03
8.500000000000000000e+01,5.051000000000000000e+03
8.566666666666665719e+01,4.776000000000000000e+03
8.633333333333332860e+01,4.680000000000000000e+03
8.700000000000000000e+01,4.841000000000000000e+03
8.766666666666665719e+01,5.534000000000000000e+03
8.833333333333332860e+01,6.765000000000000000e+03
8.900000000000000000e+01,8.555000000000000000e+03
8.966666666666665719e+01,1.077700000000000000e+04
9.033333333333332860e+01,1.266900000000000000e+04
9.100000000000000000e+01,1.395300000000000000e+04
9.166666666666665719e+01,1.289200000000000000e+04
9.233333333333332860e+01,1.052700000000000000e+04
9.300000000000000000e+01,8.064000000000000000e+03
9.366666666666665719e+01,5.943000000000000000e+03
9.433333333333332860e+01,4.391000000000000000e+03
9.500000000000000000e+01,3.231000000000000000e+03
9.566666666666665719e+01,2.593000000000000000e+03
9.633333333333332860e+01,1.995000000000000000e+03
9.700000000000000000e+01,1.725000000000000000e+03
9.766666666666665719e+01,1.479000000000000000e+03
9.833333333333332860e+01,1.299000000000000000e+03
9.900000000000000000e+01,1.214000000000000000e+03
9.966666666666665719e+01,1.053000000000000000e+03
1.003333333333333286e+02,9.320000000000000000e+02
1.010000000000000000e+02,9.110000000000000000e+02
1.016666666666666572e+02,8.780000000000000000e+02
1.023333333333333286e+02,7.980000000000000000e+02
1.030000000000000000e+02,7.660000000000000000e+02
1.036666666666666572e+02,7.610000000000000000e+02
1.043333333333333286e+02,7.190000000000000000e+02
1.050000000000000000e+02,6.600000000000000000e+02
1.056666666666666572e+02,6.410000000000000000e+02
1.063333333333333286e+02,6.180000000000000000e+02
1.070000000000000000e+02,6.280000000000000000e+02
1.076666666666666572e+02,6.080000000000000000e+02
1.083333333333333286e+02,6.130000000000000000e+02
1.090000000000000000e+02,5.440000000000000000e+02
1.096666666666666572e+02,5.610000000000000000e+02
1.103333333333333286e+02,5.650000000000000000e+02
1.110000000000000000e+02,5.140000000000000000e+02
1.116666666666666572e+02,5.030000000000000000e+02
1.123333333333333286e+02,4.960000000000000000e+02
1.130000000000000000e+02,5.290000000000000000e+02
1.136666666666666572e+02,4.700000000000000000e+02
1.143333333333333286e+02,4.900000000000000000e+02
1.150000000000000000e+02,5.270000000000000000e+02
1.156666666666666572e+02,4.670000000000000000e+02
1.163333333333333286e+02,4.800000000000000000e+02
1.170000000000000000e+02,4.570000000000000000e+02
1.176666666666666572e+02,4.900000000000000000e+02
1.183333333333333286e+02,4.390000000000000000e+02
1.190000000000000000e+02,4.400000000000000000e+02
1.196666666666666572e+02,4.430000000000000000e+02
